ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-06-11,64507.78990905221,81050.7071876693,87001.07104330044,64507.78990905221,64507.78990905221,19515.813707440037,19515.813707440037,19515.813707440037,11443.020755590733,11443.020755590733,11443.020755590733,8072.792951849304,8072.792951849304,8072.792951849304,0.0,0.0,0.0,84023.60361649224
2019-06-12,64551.28829637847,83792.53803021382,89633.20998143282,64551.28829637847,64551.28829637847,21993.901682190044,21993.901682190044,21993.901682190044,14287.696813028986,14287.696813028986,14287.696813028986,7706.204869161058,7706.204869161058,7706.204869161058,0.0,0.0,0.0,86545.18997856852
2019-06-13,64594.78668370474,75263.44138232787,81339.24798504521,64594.78668370474,64594.78668370474,13691.211645874997,13691.211645874997,13691.211645874997,6353.841117900186,6353.841117900186,6353.841117900186,7337.370527974809,7337.370527974809,7337.370527974809,0.0,0.0,0.0,78285.99832957974
2019-06-14,64638.285071031,62278.6739987684,68044.88877010634,64638.285071031,64638.285071031,608.5878054169021,608.5878054169021,608.5878054169021,-6357.843660747954,-6357.843660747954,-6357.843660747954,6966.431466164857,6966.431466164857,6966.431466164857,0.0,0.0,0.0,65246.8728764479
2019-06-15,64681.78345835726,54235.363502696906,59998.143682934446,64681.78345835726,64681.78345835726,-7660.364270000834,-7660.364270000834,-7660.364270000834,-14253.90140790793,-14253.90140790793,-14253.90140790793,6593.537137907096,6593.537137907096,6593.537137907096,0.0,0.0,0.0,57021.41918835643
2019-06-16,64725.281845683516,56671.541095317014,62448.772859009216,64725.281845683516,64725.281845683516,-5241.859688164548,-5241.859688164548,-5241.859688164548,-11460.7037205537,-11460.7037205537,-11460.7037205537,6218.844032389154,6218.844032389154,6218.844032389154,0.0,0.0,0.0,59483.422157518966
2019-06-17,64768.78023300979,67537.32456274373,73444.09019417441,64768.78023300979,64768.78023300979,5830.404598461018,5830.404598461018,5830.404598461018,-12.109897340110697,-12.109897340110697,-12.109897340110697,5842.514495801129,5842.514495801129,5842.514495801129,0.0,0.0,0.0,70599.1848314708
2019-06-18,64812.27862033605,78945.03176004432,84729.4959230346,64812.27862033605,64812.27862033605,16907.736042954988,16907.736042954988,16907.736042954988,11443.020755596794,11443.020755596794,11443.020755596794,5464.7152873582,5464.7152873582,5464.7152873582,0.0,0.0,0.0,81720.01466329105
2019-06-19,64855.777007662306,81578.17930580824,87413.05871014613,64855.777007662306,64855.777007662306,19373.31272267349,19373.31272267349,19373.31272267349,14287.696813026878,14287.696813026878,14287.696813026878,5085.615909646614,5085.615909646614,5085.615909646614,0.0,0.0,0.0,84229.08973033579
2019-06-20,64899.27539498857,73152.24898878987,79005.21623672702,64899.27539498857,64899.27539498857,11059.227879869863,11059.227879869863,11059.227879869863,6353.8411178914175,6353.8411178914175,6353.8411178914175,4705.386761978443,4705.386761978443,4705.386761978443,0.0,0.0,0.0,75958.50327485843
2019-06-21,64942.77378231484,59591.85239287972,65882.56801015411,64942.77378231484,64942.77378231484,-2033.646488429553,-2033.646488429553,-2033.646488429553,-6357.843660732702,-6357.843660732702,-6357.843660732702,4324.197172303149,4324.197172303149,4324.197172303149,0.0,0.0,0.0,62909.127293885285
2019-06-22,64986.272169641095,51732.17609016612,57667.186332822166,64986.272169641095,64986.272169641095,-10311.688039433286,-10311.688039433286,-10311.688039433286,-14253.9014079101,-14253.9014079101,-14253.9014079101,3942.2133684768132,3942.2133684768132,3942.2133684768132,0.0,0.0,0.0,54674.58413020781
2019-06-23,65029.770556967356,54244.39201710868,60100.80552704045,65029.770556967356,65029.770556967356,-7901.107267556351,-7901.107267556351,-7901.107267556351,-11460.703720547694,-11460.703720547694,-11460.703720547694,3559.5964529913413,3559.5964529913413,3559.5964529913413,0.0,0.0,0.0,57128.66328941101
2019-06-24,65073.26894429362,65268.13895345197,71187.90540676925,65073.26894429362,65073.26894429362,3164.3905492647086,3164.3905492647086,3164.3905492647086,-12.109897330444326,-12.109897330444326,-12.109897330444326,3176.500446595153,3176.500446595153,3176.500446595153,0.0,0.0,0.0,68237.65949355833
2019-06-25,65116.76733161987,76490.73392643081,82268.60565217504,65116.76733161987,65116.76733161987,14236.091221088507,14236.091221088507,14236.091221088507,11443.020755602802,11443.020755602802,11443.020755602802,2793.070465485706,2793.070465485706,2793.070465485706,0.0,0.0,0.0,79352.85855270838
2019-06-26,65160.26570925233,78741.96299142817,84657.41559814027,65160.26570925233,65160.26570925233,16697.137906954176,16697.137906954176,16697.137906954176,14287.696813030581,14287.696813030581,14287.696813030581,2409.441093923598,2409.441093923598,2409.441093923598,0.0,0.0,0.0,81857.4036162065
2019-06-27,65203.76408688479,70548.66293284067,76555.45596779039,65203.76408688479,65203.76408688479,8379.576127224198,8379.576127224198,8379.576127224198,6353.841117906788,6353.841117906788,6353.841117906788,2025.7350093174111,2025.7350093174111,2025.7350093174111,0.0,0.0,0.0,73583.34021410899
2019-06-28,65247.26246451725,57955.3620101948,63523.36436776608,65247.26246451725,65247.26246451725,-4715.781750636791,-4715.781750636791,-4715.781750636791,-6357.843660717449,-6357.843660717449,-6357.843660717449,1642.0619100806584,1642.0619100806584,1642.0619100806584,0.0,0.0,0.0,60531.48071388045
2019-06-29,65290.760842149706,49337.005566879445,55131.39424332779,65290.760842149706,65290.760842149706,-12995.38361969689,-12995.38361969689,-12995.38361969689,-14253.901407912248,-14253.901407912248,-14253.901407912248,1258.5177882153578,1258.5177882153578,1258.5177882153578,0.0,0.0,0.0,52295.377222452815
2019-06-30,65334.259219782165,51965.67270875675,57894.121773066676,65334.259219782165,65334.259219782165,-10585.519141828165,-10585.519141828165,-10585.519141828165,-11460.703720541687,-11460.703720541687,-11460.703720541687,875.1845787135235,875.1845787135235,875.1845787135235,0.0,0.0,0.0,54748.740077954004
2019-07-01,65377.757597414624,62621.57852013188,68834.12601223474,65377.757597414624,65377.757597414624,480.0203095647886,480.0203095647886,480.0203095647886,-12.109897320743361,-12.109897320743361,-12.109897320743361,492.13020688553195,492.13020688553195,492.13020688553195,0.0,0.0,0.0,65857.77790697942
2019-07-02,65421.25597504708,73830.43993892158,79874.96598064058,65421.25597504708,65421.25597504708,11552.429798498111,11552.429798498111,11552.429798498111,11443.020755592204,11443.020755592204,11443.020755592204,109.40904290590646,109.40904290590646,109.40904290590646,0.0,0.0,0.0,76973.68577354519
2019-07-03,65464.75435267954,76761.36140534797,82261.7604857668,65464.75435267954,65464.75435267954,14014.759573598045,14014.759573598045,14014.759573598045,14287.696813028477,14287.696813028477,14287.696813028477,-272.93723943043267,-272.93723943043267,-272.93723943043267,0.0,0.0,0.0,79479.51392627759
2019-07-04,65508.252730312,68310.37441715969,74081.07195290962,65508.252730312,65508.252730312,5698.962702792856,5698.962702792856,5698.962702792856,6353.84111789802,6353.84111789802,6353.84111789802,-654.878415105163,-654.878415105163,-654.878415105163,0.0,0.0,0.0,71207.21543310485
2019-07-05,65551.75110794447,55216.03152889356,60859.21077668935,65551.75110794447,65551.75110794447,-7394.237759660114,-7394.237759660114,-7394.237759660114,-6357.843660726165,-6357.843660726165,-6357.843660726165,-1036.3940989339483,-1036.3940989339483,-1036.3940989339483,0.0,0.0,0.0,58157.51334828435
2019-07-06,65595.24948557692,46984.849104494584,52989.83235443253,65595.24948557692,65595.24948557692,-15671.373222098568,-15671.373222098568,-15671.373222098568,-14253.901407914416,-14253.901407914416,-14253.901407914416,-1417.4718141841508,-1417.4718141841508,-1417.4718141841508,0.0,0.0,0.0,49923.87626347835
2019-07-07,65638.74786320938,49302.45558441393,55433.29805010195,65638.74786320938,65638.74786320938,-13258.8085086511,-13258.8085086511,-13258.8085086511,-11460.703720552221,-11460.703720552221,-11460.703720552221,-1798.1047880988783,-1798.1047880988783,-1798.1047880988783,0.0,0.0,0.0,52379.939354558286
2019-07-08,65682.24624084184,60628.06613566315,66732.65541100671,65682.24624084184,65682.24624084184,-2190.3994300702193,-2190.3994300702193,-2190.3994300702193,-12.109897337749878,-12.109897337749878,-12.109897337749878,-2178.289532732469,-2178.289532732469,-2178.289532732469,0.0,0.0,0.0,63491.84681077162
2019-07-09,65725.7446184743,71949.80440754603,77672.34494509686,65725.7446184743,65725.7446184743,8884.99747866704,8884.99747866704,8884.99747866704,11443.020755598267,11443.020755598267,11443.020755598267,-2558.023276931227,-2558.023276931227,-2558.023276931227,0.0,0.0,0.0,74610.74209714134
2019-07-10,65769.24299610675,74186.4676389232,80053.49164497606,65769.24299610675,65769.24299610675,11350.39549218282,11350.39549218282,11350.39549218282,14287.696813026305,14287.696813026305,14287.696813026305,-2937.301320843483,-2937.301320843483,-2937.301320843483,0.0,0.0,0.0,77119.63848828958
2019-07-11,65812.74137373922,65933.49918875955,71790.67149897633,65812.74137373922,65812.74137373922,3037.726730105113,3037.726730105113,3037.726730105113,6353.841117889251,6353.841117889251,6353.841117889251,-3316.1143877841387,-3316.1143877841387,-3316.1143877841387,0.0,0.0,0.0,68850.46810384434
2019-07-12,65856.23975137167,52709.56384690211,58821.17166316229,65856.23975137167,65856.23975137167,-10052.289710300118,-10052.289710300118,-10052.289710300118,-6357.843660710867,-6357.843660710867,-6357.843660710867,-3694.4460495892527,-3694.4460495892527,-3694.4460495892527,0.0,0.0,0.0,55803.950041071555
2019-07-13,65899.73812900414,44529.30906724809,50486.5626165443,65899.73812900414,65899.73812900414,-18326.171708465234,-18326.171708465234,-18326.171708465234,-14253.901407910636,-14253.901407910636,-14253.901407910636,-4072.2703005545977,-4072.2703005545977,-4072.2703005545977,0.0,0.0,0.0,47573.566420538904
2019-07-14,65943.23650663659,47187.693520243396,52964.97024096311,65943.23650663659,65943.23650663659,-15910.253072372818,-15910.253072372818,-15910.253072372818,-11460.70372054622,-11460.70372054622,-11460.70372054622,-4449.549351826599,-4449.549351826599,-4449.549351826599,0.0,0.0,0.0,50032.98343426377
2019-07-15,65986.73488426906,58167.967158548614,64152.15446722868,65986.73488426906,65986.73488426906,-4838.34161002441,-4838.34161002441,-4838.34161002441,-12.10989735472439,-12.10989735472439,-12.10989735472439,-4826.231712669686,-4826.231712669686,-4826.231712669686,0.0,0.0,0.0,61148.39327424465
2019-07-16,66030.2332619015,69332.72367782045,75145.81635792722,66030.2332619015,66030.2332619015,6240.770138030313,6240.770138030313,6240.770138030313,11443.020755604328,11443.020755604328,11443.020755604328,-5202.2506175740145,-5202.2506175740145,-5202.2506175740145,0.0,0.0,0.0,72271.00339993183
2019-07-17,66073.73163953397,71952.7722430755,77816.92658367385,66073.73163953397,66073.73163953397,8710.173964188036,8710.173964188036,8710.173964188036,14287.696813024195,14287.696813024195,14287.696813024195,-5577.522848836157,-5577.522848836157,-5577.522848836157,0.0,0.0,0.0,74783.90560372201
2019-07-18,66117.23001716642,63458.91194333767,69419.93930716265,66117.23001716642,66117.23001716642,401.8931244904044,401.8931244904044,401.8931244904044,6353.841117904621,6353.841117904621,6353.841117904621,-5951.947993414216,-5951.947993414216,-5951.947993414216,0.0,0.0,0.0,66519.12314165683
2019-07-19,66160.72839479889,50536.92371285045,56501.724917907326,66160.72839479889,66160.72839479889,-12683.251821400097,-12683.251821400097,-12683.251821400097,-6357.8436607196245,-6357.8436607196245,-6357.8436607196245,-6325.408160680474,-6325.408160680474,-6325.408160680474,0.0,0.0,0.0,53477.476573398795
2019-07-20,66204.22677243134,42323.94107917826,48235.53071644748,66204.22677243134,66204.22677243134,-20951.66958259218,-20951.66958259218,-20951.66958259218,-14253.901407912783,-14253.901407912783,-14253.901407912783,-6697.768174679399,-6697.768174679399,-6697.768174679399,0.0,0.0,0.0,45252.557189839164
2019-07-21,66247.72515006381,44763.81495894291,50596.82101563634,66247.72515006381,66247.72515006381,-18529.579961462914,-18529.579961462914,-18529.579961462914,-11460.703720540205,-11460.703720540205,-11460.703720540205,-7068.876240922708,-7068.876240922708,-7068.876240922708,0.0,0.0,0.0,47718.145188600894
2019-07-22,66291.22352769626,55754.12916862039,61819.57881726567,66291.22352769626,66291.22352769626,-7450.674971407003,-7450.674971407003,-7450.674971407003,-12.10989734505716,-12.10989734505716,-12.10989734505716,-7438.565074061946,-7438.565074061946,-7438.565074061946,0.0,0.0,0.0,58840.54855628926
2019-07-23,66334.72190532873,66922.87716286372,73013.33795458553,66334.72190532873,66334.72190532873,3636.367296215021,3636.367296215021,3636.367296215021,11443.020755593678,11443.020755593678,11443.020755593678,-7806.653459378657,-7806.653459378657,-7806.653459378657,0.0,0.0,0.0,69971.08920154374
2019-07-24,66378.22028296118,69623.47824491448,75413.585073266,66378.22028296118,66378.22028296118,6114.748604745315,6114.748604745315,6114.748604745315,14287.69681302796,14287.69681302796,14287.69681302796,-8172.948208282648,-8172.948208282648,-8172.948208282648,0.0,0.0,0.0,72492.96888770649
2019-07-25,66421.71866059364,61446.33341784767,67284.27463114807,66421.71866059364,66421.71866059364,-2183.405338476426,-2183.405338476426,-2183.405338476426,6353.841117919871,6353.841117919871,6353.841117919871,-8537.246456396297,-8537.246456396297,-8537.246456396297,0.0,0.0,0.0,64238.31332211722
2019-07-26,66465.2170382261,48252.69147298289,54228.23512449599,66465.2170382261,66465.2170382261,-15257.181903255925,-15257.181903255925,-15257.181903255925,-6357.843660728292,-6357.843660728292,-6357.843660728292,-8899.338242527634,-8899.338242527634,-8899.338242527634,0.0,0.0,0.0,51208.03513497017
2019-07-27,66508.71541585856,40254.69102115052,46003.94386390449,66508.71541585856,66508.71541585856,-23512.91070628262,-23512.91070628262,-23512.91070628262,-14253.901407914931,-14253.901407914931,-14253.901407914931,-9259.00929836769,-9259.00929836769,-9259.00929836769,0.0,0.0,0.0,42995.80470957594
2019-07-28,66552.21379349101,42577.2729999831,48582.584639089975,66552.21379349101,66552.21379349101,-21076.747692780704,-21076.747692780704,-21076.747692780704,-11460.703720534199,-11460.703720534199,-11460.703720534199,-9616.043972246503,-9616.043972246503,-9616.043972246503,0.0,0.0,0.0,45475.46610071031
2019-07-29,66595.71217112348,53472.63373104391,59654.643118968306,66595.71217112348,66595.71217112348,-9982.338103361792,-9982.338103361792,-9982.338103361792,-12.109897361998806,-12.109897361998806,-12.109897361998806,-9970.228205999792,-9970.228205999792,-9970.228205999792,0.0,0.0,0.0,56613.37406776169
2019-07-30,66639.21054875593,64789.630820702056,70593.90586050677,66639.21054875593,66639.21054875593,1121.6682735263432,1121.6682735263432,1121.6682735263432,11443.020755599791,11443.020755599791,11443.020755599791,-10321.35248207345,-10321.35248207345,-10321.35248207345,0.0,0.0,0.0,67760.87882228228
2019-07-31,66682.7089263884,67236.2545544643,73130.19245340733,66682.7089263884,66682.7089263884,3618.482154567674,3618.482154567674,3618.482154567674,14287.69681302579,14287.69681302579,14287.69681302579,-10669.214658458117,-10669.214658458117,-10669.214658458117,0.0,0.0,0.0,70301.19108095606
2019-08-01,66726.20730402085,59165.65826688459,65206.80393411093,66726.20730402085,66726.20730402085,-4659.781494087269,-4659.781494087269,-4659.781494087269,6353.841117911222,6353.841117911222,6353.841117911222,-11013.622611998491,-11013.622611998491,-11013.622611998491,0.0,0.0,0.0,62066.42580993358
2019-08-02,66769.70568165331,46207.222646069895,52109.31880286623,66769.70568165331,66769.70568165331,-17712.24027657945,-17712.24027657945,-17712.24027657945,-6357.843660737006,-6357.843660737006,-6357.843660737006,-11354.396615842446,-11354.396615842446,-11354.396615842446,0.0,0.0,0.0,49057.46540507386
2019-08-03,66813.20405928577,37975.469142061804,43709.7126179851,66813.20405928577,66813.20405928577,-25945.2727921998,-25945.2727921998,-25945.2727921998,-14253.901407911171,-14253.901407911171,-14253.901407911171,-11691.371384288623,-11691.371384288623,-11691.371384288623,0.0,0.0,0.0,40867.931267085965
2019-08-04,66856.70243691823,40201.409952929906,46115.976880458744,66856.70243691823,66856.70243691823,-23485.101448293117,-23485.101448293117,-23485.101448293117,-11460.703720544736,-11460.703720544736,-11460.703720544736,-12024.39772774838,-12024.39772774838,-12024.39772774838,0.0,0.0,0.0,43371.60098862511
2019-08-05,66900.20081455068,51519.10602673516,57593.521608517935,66900.20081455068,66900.20081455068,-12365.4536690832,-12365.4536690832,-12365.4536690832,-12.10989735229957,-12.10989735229957,-12.10989735229957,-12353.343771730899,-12353.343771730899,-12353.343771730899,0.0,0.0,0.0,54534.74714546748
2019-08-06,66943.69919218315,62773.79141669704,68613.92762948084,66943.69919218315,66943.69919218315,-1235.0749507571193,-1235.0749507571193,-1235.0749507571193,11443.020755605801,11443.020755605801,11443.020755605801,-12678.095706362921,-12678.095706362921,-12678.095706362921,0.0,0.0,0.0,65708.62424142603
2019-08-07,66987.1975698156,65439.703603504044,71169.29140715733,66987.1975698156,66987.1975698156,1289.1387664599704,1289.1387664599704,1289.1387664599704,14287.69681302362,14287.69681302362,14287.69681302362,-12998.55804656365,-12998.55804656365,-12998.55804656365,0.0,0.0,0.0,68276.33633627558
2019-08-08,67030.69594744807,57020.15655547523,63019.67471325456,67030.69594744807,67030.69594744807,-6960.812279373572,-6960.812279373572,-6960.812279373572,6353.841117926472,6353.841117926472,6353.841117926472,-13314.653397300044,-13314.653397300044,-13314.653397300044,0.0,0.0,0.0,60069.88366807449
2019-08-09,67074.19432508052,44158.92569392128,50140.24793073675,67074.19432508052,67074.19432508052,-19984.16539351222,-19984.16539351222,-19984.16539351222,-6357.843660721708,-6357.843660721708,-6357.843660721708,-13626.321732790515,-13626.321732790515,-13626.321732790515,0.0,0.0,0.0,47090.028931568304
2019-08-10,67117.69270271299,35887.95960479676,41872.152272925516,67117.69270271299,67117.69270271299,-28187.420620727706,-28187.420620727706,-28187.420620727706,-14253.901407913298,-14253.901407913298,-14253.901407913298,-13933.519212814408,-13933.519212814408,-13933.519212814408,0.0,0.0,0.0,38930.272081985284
2019-08-11,67161.19108034544,38175.60561712273,44346.34014720526,67161.19108034544,67161.19108034544,-25696.92029345508,-25696.92029345508,-25696.92029345508,-11460.703720555272,-11460.703720555272,-11460.703720555272,-14236.21657289981,-14236.21657289981,-14236.21657289981,0.0,0.0,0.0,41464.27078689035
2019-08-12,67204.6894579779,49646.10626085929,55496.476880754024,67204.6894579779,67204.6894579779,-14546.507035088336,-14546.507035088336,-14546.507035088336,-12.109897342664338,-12.109897342664338,-12.109897342664338,-14534.39713774567,-14534.39713774567,-14534.39713774567,0.0,0.0,0.0,52658.18242288957
2019-08-13,67248.18783561036,60713.73126811728,66910.49826439575,67248.18783561036,67248.18783561036,-3385.033762747208,-3385.033762747208,-3385.033762747208,11443.020755611862,11443.020755611862,11443.020755611862,-14828.05451835907,-14828.05451835907,-14828.05451835907,0.0,0.0,0.0,63863.154072863144
2019-08-14,67291.68621324282,63359.72722565447,69412.72445239776,67291.68621324282,67291.68621324282,-829.4932497748404,-829.4932497748404,-829.4932497748404,14287.696813027447,14287.696813027447,14287.696813027447,-15117.190062802289,-15117.190062802289,-15117.190062802289,0.0,0.0,0.0,66462.19296346798
2019-08-15,67335.18459087527,55476.99797559424,61096.246288817565,67335.18459087527,67335.18459087527,-9047.969019815355,-9047.969019815355,-9047.969019815355,6353.841117917763,6353.841117917763,6353.841117917763,-15401.810137733119,-15401.810137733119,-15401.810137733119,0.0,0.0,0.0,58287.21557105992
2019-08-16,67378.68296850774,42439.26298219622,48199.20926210663,67378.68296850774,67378.68296850774,-22039.766983716065,-22039.766983716065,-22039.766983716065,-6357.843660730377,-6357.843660730377,-6357.843660730377,-15681.92332298569,-15681.92332298569,-15681.92332298569,0.0,0.0,0.0,45338.915984791674
2019-08-17,67422.18134614019,34329.82399789339,40265.01623748209,67422.18134614019,67422.18134614019,-30211.439011948023,-30211.439011948023,-30211.439011948023,-14253.90140791547,-14253.90140791547,-14253.90140791547,-15957.537604032552,-15957.537604032552,-15957.537604032552,0.0,0.0,0.0,37210.74233419217
2019-08-18,67465.67972377266,36777.98815352198,42773.79787435378,67465.67972377266,67465.67972377266,-27689.361367789115,-27689.361367789115,-27689.361367789115,-11460.703720549262,-11460.703720549262,-11460.703720549262,-16228.65764723986,-16228.65764723986,-16228.65764723986,0.0,0.0,0.0,39776.318355983545
2019-08-19,67509.17810140511,48034.15314008284,53935.483141854864,67509.17810140511,67509.17810140511,-16507.392137722916,-16507.392137722916,-16507.392137722916,-12.109897359605124,-12.109897359605124,-12.109897359605124,-16495.282240363314,-16495.282240363314,-16495.282240363314,0.0,0.0,0.0,51001.785963682196
2019-08-20,67552.67647903757,59389.4193902897,65194.769604786736,67552.67647903757,67552.67647903757,-5314.3812201625005,-5314.3812201625005,-5314.3812201625005,11443.020755601214,11443.020755601214,11443.020755601214,-16757.401975763714,-16757.401975763714,-16757.401975763714,0.0,0.0,0.0,62238.29525887508
2019-08-21,67596.17485667003,61969.25848716183,67966.1079646882,67596.17485667003,67596.17485667003,-2727.300433538828,-2727.300433538828,-2727.300433538828,14287.696813025219,14287.696813025219,14287.696813025219,-17014.997246564046,-17014.997246564046,-17014.997246564046,0.0,0.0,0.0,64868.8744231312
2019-08-22,67639.67323430249,53871.36617596397,59730.21266318728,67639.67323430249,67639.67323430249,-10914.195498600631,-10914.195498600631,-10914.195498600631,6353.841117909055,6353.841117909055,6353.841117909055,-17268.036616509686,-17268.036616509686,-17268.036616509686,0.0,0.0,0.0,56725.47773570186
2019-08-23,67663.62052776245,40838.13391228737,46684.25574112578,67663.62052776245,67663.62052776245,-23874.31927379587,-23874.31927379587,-23874.31927379587,-6357.843660739135,-6357.843660739135,-6357.843660739135,-17516.475613056737,-17516.475613056737,-17516.475613056737,0.0,0.0,0.0,43789.30125396658
2019-08-24,67687.56782122243,32787.760865560886,38739.52985429626,67687.56782122243,67687.56782122243,-32014.1573882702,-32014.1573882702,-32014.1573882702,-14253.901407917616,-14253.901407917616,-14253.901407917616,-17760.255980352587,-17760.255980352587,-17760.255980352587,0.0,0.0,0.0,35673.41043295223
2019-08-25,67711.5151146824,35253.53153786671,41337.643415368926,67711.5151146824,67711.5151146824,-29460.009135436092,-29460.009135436092,-29460.009135436092,-11460.703720559806,-11460.703720559806,-11460.703720559806,-17999.305414876286,-17999.305414876286,-17999.305414876286,0.0,0.0,0.0,38251.505979246314
2019-08-26,67735.46240814237,46488.48959544185,52407.07391841553,67735.46240814237,67735.46240814237,-18245.64768912249,-18245.64768912249,-18245.64768912249,-12.109897349938752,-12.109897349938752,-12.109897349938752,-18233.537791772553,-18233.537791772553,-18233.537791772553,0.0,0.0,0.0,49489.81471901988
2019-08-27,67759.40970160234,57798.87586248391,63701.44691611618,67759.40970160234,67759.40970160234,-7019.833119326381,-7019.833119326381,-7019.833119326381,11443.02075560722,11443.02075560722,11443.02075560722,-18462.8538749336,-18462.8538749336,-18462.8538749336,0.0,0.0,0.0,60739.576582275964
2019-08-28,67783.35699506232,60380.04962743601,66127.49819825806,67783.35699506232,67783.35699506232,-4399.445676039796,-4399.445676039796,-4399.445676039796,14287.696813029046,14287.696813029046,14287.696813029046,-18687.14248906884,-18687.14248906884,-18687.14248906884,0.0,0.0,0.0,63383.911319022525
2019-08-29,67807.30428852228,52368.64685413835,58439.85820435884,67807.30428852228,67807.30428852228,-12552.440999841687,-12552.440999841687,-12552.440999841687,6353.841117900345,6353.841117900345,6353.841117900345,-18906.282117742034,-18906.282117742034,-18906.282117742034,0.0,0.0,0.0,55254.86328868059
2019-08-30,67831.25158198226,39511.75118663052,45210.48439806146,67831.25158198226,67831.25158198226,-25477.98653889458,-25477.98653889458,-25477.98653889458,-6357.843660723838,-6357.843660723838,-6357.843660723838,-19120.142878170747,-19120.142878170747,-19120.142878170747,0.0,0.0,0.0,42353.26504308768
2019-08-31,67855.19887544223,31315.82620718523,37237.60752378753,67855.19887544223,67855.19887544223,-33582.49021972456,-33582.49021972456,-33582.49021972456,-14253.901407913858,-14253.901407913858,-14253.901407913858,-19328.588811810692,-19328.588811810692,-19328.588811810692,0.0,0.0,0.0,34272.70865571767
2019-09-01,67879.1461689022,33980.49815803497,40082.61854071367,67879.1461689022,67879.1461689022,-30992.184140332974,-30992.184140332974,-30992.184140332974,-11460.703720553793,-11460.703720553793,-11460.703720553793,-19531.480419779182,-19531.480419779182,-19531.480419779182,0.0,0.0,0.0,36886.96202856922
2019-09-02,67903.09346236217,45303.55286295166,51048.95277882518,67903.09346236217,67903.09346236217,-19740.787261655132,-19740.787261655132,-19740.787261655132,-12.109897340270651,-12.109897340270651,-12.109897340270651,-19728.67736431486,-19728.67736431486,-19728.67736431486,0.0,0.0,0.0,48162.30620070704
2019-09-03,67927.04075582215,56340.57559551435,62413.912249143934,67927.04075582215,67927.04075582215,-8477.020496339335,-8477.020496339335,-8477.020496339335,11443.020755613335,11443.020755613335,11443.020755613335,-19920.041251952673,-19920.041251952673,-19920.041251952673,0.0,0.0,0.0,59450.020259482815
2019-09-04,67950.98804928211,58900.499551110544,65076.838691466066,67950.98804928211,67950.98804928211,-5817.741598109066,-5817.741598109066,-5817.741598109066,14287.696813032751,14287.696813032751,14287.696813032751,-20105.43841114182,-20105.43841114182,-20105.43841114182,0.0,0.0,0.0,62133.24645117304
2019-09-05,67974.93534274209,51037.606223244904,57116.44392428323,67974.93534274209,67974.93534274209,-13930.901458783113,-13930.901458783113,-13930.901458783113,6353.841117915596,6353.841117915596,6353.841117915596,-20284.74257669871,-20284.74257669871,-20284.74257669871,0.0,0.0,0.0,54044.033883958975
2019-09-06,67998.88263620206,38250.02572271007,44384.070581753826,67998.88263620206,67998.88263620206,-26815.68105653566,-26815.68105653566,-26815.68105653566,-6357.843660732549,-6357.843660732549,-6357.843660732549,-20457.837395803108,-20457.837395803108,-20457.837395803108,0.0,0.0,0.0,41183.201579666405
2019-09-07,68022.82992966202,30298.43301668347,36155.516952683916,68022.82992966202,68022.82992966202,-34878.52008314116,-34878.52008314116,-34878.52008314116,-14253.901407910058,-14253.901407910058,-14253.901407910058,-20624.618675231104,-20624.618675231104,-20624.618675231104,0.0,0.0,0.0,33144.30984652087
2019-09-08,68046.777223122,32702.952691887254,38613.214938802754,68046.777223122,68046.777223122,-32245.7000174639,-32245.7000174639,-32245.7000174639,-11460.703720547788,-11460.703720547788,-11460.703720547788,-20784.996296916113,-20784.996296916113,-20784.996296916113,0.0,0.0,0.0,35801.077205658105
2019-09-09,68070.72451658196,44202.49102858172,50022.57680666574,68070.72451658196,68070.72451658196,-20951.005635963324,-20951.005635963324,-20951.005635963324,-12.109897330604284,-12.109897330604284,-12.109897330604284,-20938.895738632717,-20938.895738632717,-20938.895738632717,0.0,0.0,0.0,47119.71888061864
2019-09-10,68094.67181004194,55531.9557570366,61443.915143110156,68094.67181004194,68094.67181004194,-9643.238392703113,-9643.238392703113,-9643.238392703113,11443.020755602687,11443.020755602687,11443.020755602687,-21086.259148305802,-21086.259148305802,-21086.259148305802,0.0,0.0,0.0,58451.43341733883
2019-09-11,68118.61910350191,58253.705547597325,64175.66847600107,68118.61910350191,68118.61910350191,-6939.349120741842,-6939.349120741842,-6939.349120741842,14287.696813030643,14287.696813030643,14287.696813030643,-21227.045933772486,-21227.045933772486,-21227.045933772486,0.0,0.0,0.0,61179.26998276007
2019-09-12,68142.56639696189,50308.35091979185,56205.44386723236,68142.56639696189,68142.56639696189,-15007.391726555292,-15007.391726555292,-15007.391726555292,6353.841117906887,6353.841117906887,6353.841117906887,-21361.232844462178,-21361.232844462178,-21361.232844462178,0.0,0.0,0.0,53135.1746704066
2019-09-13,68166.51369042185,37629.073866170926,43210.85334540611,68166.51369042185,68166.51369042185,-27846.65719761712,-27846.65719761712,-27846.65719761712,-6357.843660741264,-6357.843660741264,-6357.843660741264,-21488.81353687586,-21488.81353687586,-21488.81353687586,0.0,0.0,0.0,40319.85649280473
